account_id,silent_churn_patterns,silent_churn_pattern_count,silent_churn_risk,silent_churn_score,recommended_investigation
1010,"[{""pattern_name"": ""PLATFORM STAGNATION"", ""confidence"": ""high"", ""evidence"": ""SDK version is unknown, indicating a lack of adoption of new features and potential stagnation of the platform."", ""why_non_obvious"": ""A simple rule-based system would not detect this pattern as it relies on explicit indicators of stagnation, whereas this pattern is inferred from the absence of information."", ""risk_contribution"": 0.5}, {""pattern_name"": ""GONE QUIET"", ""confidence"": ""medium"", ""evidence"": ""No NPS response, indicating a lack of engagement, and only 7 tickets filed, which is a relatively low number."", ""why_non_obvious"": ""A simple rule-based system would not detect this pattern as it relies on explicit indicators of disengagement, whereas this pattern is inferred from the absence of activity."", ""risk_contribution"": 0.3}, {""pattern_name"": ""BUILDING ALTERNATIVES"", ""confidence"": ""low"", ""evidence"": ""The account is interested in new Agent OS features, which could indicate a desire to explore alternative solutions."", ""why_non_obvious"": ""A simple rule-based system would not detect this pattern as it relies on explicit indicators of alternative solutions, whereas this pattern is inferred from the account's interest in new features."", ""risk_contribution"": 0.2}]",3,high,1.0,"Investigate the account's interest in new Agent OS features and assess the potential for platform stagnation due to the unknown SDK version. Additionally, explore the reasons behind the lack of NPS response and low ticket volume to determine if the account is going quiet."
1011,"[{""pattern_name"": ""GONE QUIET"", ""confidence"": ""high"", ""evidence"": ""Flat usage (API calls trend: -1.8%, content creation trend: -15.9%, active users trend: -6.1%) and low ticket volume (Total tickets: 4) indicate reduced engagement."", ""why_non_obvious"": ""A simple rule-based system might miss this pattern because it relies on surface-level metrics like ARR and NPS, which are still positive."", ""risk_contribution"": 0.8}, {""pattern_name"": ""PLATFORM STAGNATION"", ""confidence"": ""medium"", ""evidence"": ""Unknown SDK version and lack of adoption of new features (no workflow abandoned) suggest stagnation."", ""why_non_obvious"": ""A simple rule-based system might miss this pattern because it doesn't account for the lack of feature adoption and SDK updates."", ""risk_contribution"": 0.4}]",2,high,1.2000000000000002,Investigate the impact of locale management issues on Skyline Travel's usage and explore opportunities to upgrade their SDK version and adopt new features to improve engagement and reduce stagnation risk.
1012,"[{""pattern_name"": ""BUILDING ALTERNATIVES"", ""confidence"": ""high"", ""evidence"": ""Quantum Commerce wants to add 20 seats but only if we can match a competing offer from builder.io at $X/seat, indicating they are considering alternatives."", ""why_non_obvious"": ""A simple rule-based system would miss this because it only looks at surface-level metrics such as NPS and usage, but not at the underlying intent and behavior of the customer."", ""risk_contribution"": 0.8}, {""pattern_name"": ""PLATFORM STAGNATION"", ""confidence"": ""medium"", ""evidence"": ""The SDK version is unknown, indicating that the customer may not be keeping up with the latest features and updates."", ""why_non_obvious"": ""A simple rule-based system would miss this because it only looks at usage metrics, but not at the customer's adoption of new features and updates."", ""risk_contribution"": 0.4}, {""pattern_name"": ""HAPPY BUT LEAVING"", ""confidence"": ""low"", ""evidence"": ""The NPS score is 6, indicating a detractor, and the customer has mentioned budget concerns."", ""why_non_obvious"": ""A simple rule-based system would miss this because it only looks at surface-level metrics such as NPS, but not at the underlying intent and behavior of the customer."", ""risk_contribution"": 0.2}]",3,high,1.4000000000000001,"Investigate the customer's intent to add 20 seats and their consideration of alternative solutions, as well as their adoption of new features and updates."
1013,"[{""pattern_name"": ""GONE QUIET"", ""confidence"": ""high"", ""evidence"": ""API calls trend: -14.2% change, Content creation trend: -18.5% change, Active users trend: -12.1% change, and Active users (recent avg): 9.7"", ""why_non_obvious"": ""Simple rule-based systems might focus on NPS score (9) and ignore declining usage signals."", ""risk_contribution"": 0.8}, {""pattern_name"": ""PLATFORM STAGNATION"", ""confidence"": ""medium"", ""evidence"": ""SDK version: unknown, and no recent SDK upgrades"", ""why_non_obvious"": ""A simple rule-based system might not consider the lack of SDK upgrades as a red flag."", ""risk_contribution"": 0.2}]",2,high,1.0,"Investigate declining usage signals, review CSM notes for potential compliance issues, and assess the impact of the upcoming compliance audit on the account's renewal decision."
1014,"[{""pattern_name"": ""HAPPY BUT LEAVING"", ""confidence"": ""high"", ""evidence"": ""High NPS score (10) and positive sentiment from CSM, but declining usage signals (API calls trend: -6.2%, Content creation trend: -13.6%, Active users trend: -8.8%)"", ""why_non_obvious"": ""A simple rule-based system would miss this pattern because it focuses on surface-level metrics (e.g., NPS score) and ignores underlying usage trends."", ""risk_contribution"": 0.8}, {""pattern_name"": ""BUILDING ALTERNATIVES"", ""confidence"": ""medium"", ""evidence"": ""Has deprecation tickets (True) and CSM mentions competitors, indicating potential exploration of alternative solutions"", ""why_non_obvious"": ""A simple rule-based system would miss this pattern because it doesn't account for subtle signals like deprecation tickets and competitor mentions."", ""risk_contribution"": 0.4}, {""pattern_name"": ""PLATFORM STAGNATION"", ""confidence"": ""low"", ""evidence"": ""Unknown SDK version and no recent upgrades or new feature adoption"", ""why_non_obvious"": ""A simple rule-based system would miss this pattern because it doesn't track platform stagnation or lack of innovation."", ""risk_contribution"": 0.2}]",3,high,1.4000000000000001,"Investigate the reasons behind declining usage and explore potential alternatives, discuss renewal and potential UI improvements with the VP of Product"
1015,"[{""pattern_name"": ""PLATFORM STAGNATION"", ""confidence"": ""high"", ""evidence"": ""The account is on the Enterprise plan but the SDK version is unknown, indicating a lack of adoption of new features."", ""why_non_obvious"": ""A simple rule-based system might not consider the SDK version as a factor in churn prediction, but it's a crucial indicator of platform stagnation."", ""risk_contribution"": 0.3}, {""pattern_name"": ""ORGANIZATIONAL CHANGE"", ""confidence"": ""medium"", ""evidence"": ""The parent company acquisition has led to a review of all vendor contracts, indicating a potential change in the account's priorities and decision-making process."", ""why_non_obvious"": ""A simple rule-based system might not capture the nuances of organizational changes and their impact on vendor relationships."", ""risk_contribution"": 0.2}, {""pattern_name"": ""CHAMPION DEPENDENCY"", ""confidence"": ""low"", ""evidence"": ""There are 63.3 active users on average, which is a relatively high number, but it's still a single point of contact (the procurement team) that's driving the account's decisions."", ""why_non_obvious"": ""A simple rule-based system might not consider the concentration of power and influence within the account, but it's a potential risk factor for churn."", ""risk_contribution"": 0.1}]",3,high,0.6,"Investigate the impact of the parent company acquisition on the account's priorities and decision-making process. Review the account's usage and adoption of new features to understand the root cause of the platform stagnation. Also, assess the risk of champion dependency and explore ways to diversify the account's engagement and decision-making process."
1016,"[{""pattern_name"": ""PLATFORM STAGNATION"", ""confidence"": ""high"", ""evidence"": ""SDK version is unknown, indicating a lack of adoption of new features and potential disengagement"", ""why_non_obvious"": ""A simple rule-based system might not catch this as the account appears to be active with 7 tickets and a positive NPS score, but the lack of SDK adoption is a key indicator of stagnation"", ""risk_contribution"": 0.3}, {""pattern_name"": ""GONE QUIET"", ""confidence"": ""medium"", ""evidence"": ""Total tickets are low (7) and there are no open P1 tickets, indicating a lack of engagement"", ""why_non_obvious"": ""The account's positive NPS score might mask the fact that they are not actively using the product, and the lack of tickets might not be a red flag if the account is not experiencing issues"", ""risk_contribution"": 0.2}, {""pattern_name"": ""CHAMPION DEPENDENCY"", ""confidence"": ""high"", ""evidence"": ""Only 2 active users out of 15 seats, indicating a high dependence on a small group of users"", ""why_non_obvious"": ""A simple rule-based system might not catch this as the account appears to be active with 7 tickets and a positive NPS score, but the low number of active users is a key indicator of risk"", ""risk_contribution"": 0.5}]",3,high,1.0,"Investigate the account's adoption rate, SDK adoption, and user engagement to understand the root cause of the stagnation and potential churn risk. Additionally, review the CSM notes and sentiment to understand the executive involvement and budget concerns."
1017,"[{""pattern_name"": ""GONE QUIET"", ""confidence"": ""high"", ""evidence"": ""No tickets at all: False -> Has blocking tickets: True, indicating some level of engagement, but also a lack of proactive support requests. Additionally, the CSM relationship has been rocky, and they've requested a new CSM twice."", ""why_non_obvious"": ""A simple rule-based system might flag this account as healthy due to the lack of tickets, but the presence of blocking tickets and the CSM relationship issues indicate a more complex situation."", ""risk_contribution"": 0.8}, {""pattern_name"": ""PLATFORM STAGNATION"", ""confidence"": ""medium"", ""evidence"": ""SDK version: unknown, indicating a lack of adoption of new features and potential stagnation of the platform."", ""why_non_obvious"": ""A simple rule-based system might not consider the SDK version as a key indicator of churn, but in this case, it suggests a lack of engagement with new features."", ""risk_contribution"": 0.4}]",2,high,1.2000000000000002,"Investigate the CSM relationship and the reasons behind the requested change in CSM. Also, review the account's usage metrics and SDK adoption to understand the underlying causes of the stagnation. Consider reaching out to the account to discuss their needs and concerns."
1018,"[{""pattern_name"": ""PLATFORM STAGNATION"", ""confidence"": ""high"", ""evidence"": ""The account is on the Enterprise plan, but the SDK version is unknown, indicating a lack of adoption of new features."", ""why_non_obvious"": ""A simple rule-based system might not consider the SDK version as a churn indicator, but in this case, it's a strong signal of stagnation."", ""risk_contribution"": 0.5}, {""pattern_name"": ""GONE QUIET"", ""confidence"": ""medium"", ""evidence"": ""The account has only 3 tickets in total, and none of them are open or blocking, indicating a lack of engagement."", ""why_non_obvious"": ""A simple rule-based system might not consider the lack of tickets as a churn indicator, but in this case, it's a sign of disengagement."", ""risk_contribution"": 0.3}, {""pattern_name"": ""SURVEY FATIGUE"", ""confidence"": ""low"", ""evidence"": ""The NPS response is a generic template, indicating potential disengagement."", ""why_non_obvious"": ""A simple rule-based system might not consider the NPS response as a churn indicator, but in this case, it's a weak signal of fatigue."", ""risk_contribution"": 0.1}]",3,high,0.9,"Investigate the account's stagnation and disengagement, and assess the impact of the unknown SDK version on the account's future usage. Also, review the account's NPS response to understand the underlying reasons for the generic template."
1019,"[{""pattern_name"": ""GONE QUIET"", ""confidence"": ""high"", ""evidence"": ""No tickets at all: False -> Total tickets: 1, indicating low engagement. Active users trend: -5.6% change, and API calls trend: 4.5% change, both indicating declining usage."", ""why_non_obvious"": ""A simple rule-based system might miss this pattern because it relies on surface-level metrics like NPS and ticket volume, which are contradictory in this case."", ""risk_contribution"": 0.8}, {""pattern_name"": ""PLATFORM STAGNATION"", ""confidence"": ""medium"", ""evidence"": ""SDK version: unknown, indicating the customer has not upgraded or adopted new features."", ""why_non_obvious"": ""A simple rule-based system might miss this pattern because it focuses on recent activity and doesn't consider the customer's long-term engagement with the platform."", ""risk_contribution"": 0.4}]",2,high,1.2000000000000002,"Investigate the customer's declining usage and engagement, and assess their satisfaction with the platform. Consider reaching out to the customer to discuss their needs and identify potential opportunities for growth."
1020,"[{""pattern_name"": ""PLATFORM STAGNATION"", ""confidence"": ""high"", ""evidence"": ""The account has not upgraded the SDK version, indicating a lack of adoption of new features."", ""why_non_obvious"": ""A simple rule-based system would not consider the lack of SDK upgrades as a churn signal, as it does not directly impact ARR or usage metrics."", ""risk_contribution"": 0.5}, {""pattern_name"": ""GONE QUIET"", ""confidence"": ""medium"", ""evidence"": ""The account has only 1 ticket filed, and it's not a blocking or deprecation ticket, indicating a lack of engagement."", ""why_non_obvious"": ""A simple rule-based system would not consider the lack of tickets as a churn signal, as it does not directly impact ARR or usage metrics."", ""risk_contribution"": 0.3}, {""pattern_name"": ""SURVEY FATIGUE"", ""confidence"": ""low"", ""evidence"": ""The NPS response is a generic template, indicating potential disengagement."", ""why_non_obvious"": ""A simple rule-based system would not consider generic NPS responses as a churn signal, as it does not directly impact ARR or usage metrics."", ""risk_contribution"": 0.2}]",3,high,1.0,"Investigate the account's adoption of new features, review the CSM relationship, and assess the account's engagement with the platform."
1021,"[{""pattern_name"": ""PLATFORM STAGNATION"", ""confidence"": ""high"", ""evidence"": ""The SDK version is unknown, indicating that the customer has not upgraded to the latest version, and there is no adoption of new features."", ""why_non_obvious"": ""A simple rule-based system would not consider the SDK version as a churn indicator, as it is not directly related to usage or engagement."", ""risk_contribution"": 0.8}, {""pattern_name"": ""GONE QUIET"", ""confidence"": ""medium"", ""evidence"": ""The customer has not filed any tickets, and there is no engagement with the CSM, indicating a potential disengagement."", ""why_non_obvious"": ""A simple rule-based system would not consider the lack of tickets as a churn indicator, as it could be due to a variety of reasons such as satisfaction or lack of issues."", ""risk_contribution"": 0.4}]",2,high,1.2000000000000002,"Investigate the customer's plans and expectations for the upcoming renewal, and assess their satisfaction with the platform and support. Also, consider reaching out to the customer to understand their needs and concerns, and provide additional support or resources if necessary."
1022,"[{""pattern_name"": ""PLATFORM STAGNATION"", ""confidence"": ""medium"", ""evidence"": ""The account has not upgraded the SDK version, indicating a lack of adoption of new features."", ""why_non_obvious"": ""A simple rule-based system might not consider the lack of SDK upgrades as a churn signal, as it doesn't directly impact ARR or usage metrics."", ""risk_contribution"": 0.3}, {""pattern_name"": ""GONE QUIET"", ""confidence"": ""high"", ""evidence"": ""The account has not filed any tickets, indicating a lack of engagement with the product."", ""why_non_obvious"": ""A simple rule-based system might not detect this as a churn signal, as it doesn't meet the criteria for a specific issue or problem."", ""risk_contribution"": 0.7}]",2,high,1.0,"Investigate the account's usage and engagement patterns, and discuss the lack of SDK upgrades and ticket filings with the customer to understand their needs and concerns."
1023,"[{""pattern_name"": ""BUILDING ALTERNATIVES"", ""confidence"": ""high"", ""evidence"": ""Mosaic Digital asked about integrating with Shopify Plus and marketplace connectors, indicating they are exploring alternative solutions."", ""why_non_obvious"": ""A simple rule-based system might miss this pattern because it focuses on negative signals, but this account has a positive NPS score and is still engaging with the CSM."", ""risk_contribution"": 0.8}, {""pattern_name"": ""PLATFORM STAGNATION"", ""confidence"": ""medium"", ""evidence"": ""The SDK version is unknown, and there is no indication that the account has upgraded or adopted new features."", ""why_non_obvious"": ""A simple rule-based system might not consider the lack of SDK upgrades as a red flag, but it can indicate a lack of engagement with the platform."", ""risk_contribution"": 0.4}, {""pattern_name"": ""GONE QUIET"", ""confidence"": ""low"", ""evidence"": ""The account has a low number of tickets, but it's not clear if this is due to a lack of issues or a lack of engagement."", ""why_non_obvious"": ""A simple rule-based system might not consider this a red flag, but it can indicate a lack of engagement with the support team."", ""risk_contribution"": 0.2}]",3,high,1.4000000000000001,"Investigate the account's plans for integrating with Shopify Plus and marketplace connectors, and assess their engagement with the platform and support team."
1024,"[{""pattern_name"": ""GONE QUIET"", ""confidence"": ""high"", ""evidence"": ""No tickets at all (Total tickets: 0, Open P1 tickets: 0, Has blocking tickets: False, Has deprecation tickets: False)"", ""why_non_obvious"": ""A simple rule-based system might not consider the absence of tickets as a red flag, especially if the account has a high NPS score."", ""risk_contribution"": 0.8}, {""pattern_name"": ""PLATFORM STAGNATION"", ""confidence"": ""medium"", ""evidence"": ""SDK version is unknown, indicating no recent updates or adoption of new features"", ""why_non_obvious"": ""A simple rule-based system might not consider the lack of SDK updates as a sign of stagnation, especially if the account is on a Scale plan."", ""risk_contribution"": 0.2}]",2,high,1.0,"Investigate the account's usage and engagement trends, and discuss with the CSM about the annual check-in and the account's renewal in Q4. Also, consider reaching out to the account to understand their current needs and challenges."
1025,"[{""pattern_name"": ""GONE QUIET"", ""confidence"": ""high"", ""evidence"": ""No tickets at all: True, Total tickets: 0, Open P1 tickets: 0"", ""why_non_obvious"": ""A simple rule-based system might not consider the absence of tickets as a churn signal, especially if the account has a high NPS score."", ""risk_contribution"": 0.8}, {""pattern_name"": ""PLATFORM STAGNATION"", ""confidence"": ""medium"", ""evidence"": ""SDK version: unknown, No CSM notes available"", ""why_non_obvious"": ""The unknown SDK version and lack of CSM notes might indicate a lack of engagement with new features or support, which a simple rule-based system might not capture."", ""risk_contribution"": 0.4}]",2,high,1.2000000000000002,"Investigate the account's usage and engagement patterns, particularly around the upcoming renewal. Review the CSM notes and sentiment analysis to understand the customer's perspective. Consider reaching out to the customer to discuss their needs and concerns."
1026,"[{""pattern_name"": ""GONE QUIET"", ""confidence"": ""high"", ""evidence"": ""API calls trend: -1.4% change, Content creation trend: -1.3% change, Active users trend: 16.7% change, Active users (recent avg): 14.0"", ""why_non_obvious"": ""A simple rule-based system would miss this because it relies on surface-level metrics like NPS and ticket volume, but this account has shown a decline in usage signals."", ""risk_contribution"": 0.8}, {""pattern_name"": ""PLATFORM STAGNATION"", ""confidence"": ""medium"", ""evidence"": ""SDK version: unknown, Workflows trend: 3.3% change, Workflow abandoned: False"", ""why_non_obvious"": ""A simple rule-based system would miss this because it doesn't account for the lack of adoption of new features and the unknown SDK version."", ""risk_contribution"": 0.2}]",2,high,1.0,"Investigate the decline in usage signals, review the account's adoption of new features, and assess the impact of the unknown SDK version on the account's overall health."
