account_id,account_name,arr,plan_tier,industry,region,csm_name,contract_end_date,days_until_renewal,renewal_urgency,quantitative_score,qualitative_adjustment,conflict_adjustment,final_risk_score,risk_tier,confidence,usage_health,support_health,nps_health,csm_health,sdk_health,nps_score,nps_category,relationship_health,executive_attention,risk_factors,recommended_actions,qualitative_factors,conflict_notes,silent_churn_patterns,csm_summaries,competitors
1000,Acme Corp,17000.0,Starter,Media & Publishing,NA-West,Carlos Mendez,2026-05-25 00:00:00,40,approaching,75.6,-10,0,70.0,High,high,40.0,45.0,60.0,0.0,0.0,6.0,detractor,strained,True,"[{""factor"": ""CSM Sentiment"", ""severity"": ""high"", ""score_impact"": 12.5, ""detail"": ""CSM Sentiment health score: 0/100""}, {""factor"": ""Product Change Impact"", ""severity"": ""high"", ""score_impact"": 6.4, ""detail"": ""Changelog risk: 80/100""}, {""factor"": ""SDK/Platform Risk"", ""severity"": ""critical"", ""score_impact"": 5.0, ""detail"": ""SDK health score: 0/100""}, {""factor"": ""Usage Decline"", ""severity"": ""medium"", ""score_impact"": 2.5, ""detail"": ""Usage Decline health score: 40/100""}, {""factor"": ""Support Issues"", ""severity"": ""medium"", ""score_impact"": 0.8, ""detail"": ""Support Issues health score: 45/100""}]","[""Competitor threat (Hygraph): Prepare competitive battle card and schedule value demonstration."", ""SDK v3.x sunset approaching: Offer dedicated SA migration support."", ""1 open P1 ticket(s): Escalate to engineering. Resolve before renewal conversation."", ""Executive attention needed: Loop in VP of CS or CRO.""]","[""CSM Sentiment"", ""SDK/Platform Risk"", ""Silent Churn Patterns"", ""Competitors Mentioned""]",No conflicts to resolve,"[{""pattern_name"": ""GONE QUIET"", ""confidence"": ""high"", ""evidence"": ""API calls trend: -38.8% change, Content creation trend: -44.4% change, Active users trend: -50.0% change, Active users (recent avg): 1.0, Workflows trend: -45.5% change"", ""why_non_obvious"": ""Simple rule-based systems might not catch this pattern as the account still has a positive NPS score and has not explicitly mentioned dissatisfaction."", ""risk_contribution"": 0.8}, {""pattern_name"": ""PLATFORM STAGNATION"", ""confidence"": ""medium"", ""evidence"": ""SDK version: unknown, Workflows trend: -45.5% change, Workflow abandoned: False"", ""why_non_obvious"": ""A simple rule-based system might not detect this pattern as the account still has a positive NPS score and has not explicitly mentioned dissatisfaction."", ""risk_contribution"": 0.2}, {""pattern_name"": ""BUILDING ALTERNATIVES"", ""confidence"": ""low"", ""evidence"": ""CSM SIGNALS: Competitors mentioned: Hygraph, CSM NOTE SUMMARIES: They're frustrated with the new editor and might be evaluating alternative solutions"", ""why_non_obvious"": ""This pattern is not immediately obvious as the account still has a positive NPS score and has not explicitly mentioned dissatisfaction."", ""risk_contribution"": 0.1}]","[""Talked to Acme Corp. They're frustrated with the new editor and might be evaluating alternative solutions. Their contract is coming up and they want to explore options.""]",Hygraph
1008,Crescent Labs,390000.0,Scale,Media & Publishing,NA-East,James Okafor,2026-07-02 00:00:00,78,upcoming,44.7,10,0,70.0,High,high,100.0,70.0,50.0,0.0,20.0,5.0,detractor,strained,True,"[{""factor"": ""CSM Sentiment"", ""severity"": ""high"", ""score_impact"": 12.5, ""detail"": ""CSM Sentiment health score: 0/100""}, {""factor"": ""SDK/Platform Risk"", ""severity"": ""critical"", ""score_impact"": 3.0, ""detail"": ""SDK health score: 20/100""}]","[""Budget concerns flagged: Prepare flexible pricing options. Consider multi-year discount."", ""Compliance blocker: Fast-track security questionnaire. Engage compliance team immediately."", ""Executive attention needed: Loop in VP of CS or CRO.""]","[""CSM Sentiment"", ""SDK/Platform Risk""]",No conflicts to resolve,"[{""pattern_name"": ""HAPPY BUT LEAVING"", ""confidence"": ""high"", ""evidence"": ""NPS score of 5, stable usage but not growing, executive involvement, and budget concerns"", ""why_non_obvious"": ""The account team may be misled by the high NPS score and stable usage, but the lack of growth and executive involvement indicate potential churn."", ""risk_contribution"": 0.8}, {""pattern_name"": ""BUILDING ALTERNATIVES"", ""confidence"": ""medium"", ""evidence"": ""Request for ROI report, case studies in biotech vertical, and competitors mentioned by CSM"", ""why_non_obvious"": ""The customer is actively seeking alternative solutions, but the account team may not be aware of this due to the high NPS score."", ""risk_contribution"": 0.4}, {""pattern_name"": ""CHAMPION DEPENDENCY"", ""confidence"": ""low"", ""evidence"": ""Only 31.7 active users on average, but no clear indication of a single champion leaving"", ""why_non_obvious"": ""The account team may not be aware of the potential risk of a single champion leaving, but the low confidence level indicates this is a less likely scenario."", ""risk_contribution"": 0.1}]","[""Happy with the product overall but their new VP of Marketing wants to see an ROI report before signing off on renewal. Asked for case studies in their vertical (biotech). We don't have any ready. Usage is stable but not growing.""]",
1024,Beacon Insurance,285000.0,Scale,Manufacturing,LATAM,Sarah Chen,2026-06-28 00:00:00,74,upcoming,26.3,0,3,70.0,High,high,100.0,80.0,60.0,40.0,70.0,9.0,promoter,stable,False,"[{""factor"": ""CSM Sentiment"", ""severity"": ""medium"", ""score_impact"": 2.5, ""detail"": ""CSM Sentiment health score: 40/100""}]","[""Compliance blocker: Fast-track security questionnaire. Engage compliance team immediately.""]","[""CSM Sentiment: 40/100"", ""DATA SOURCE CONFLICTS: generic_nps_extreme_score""]",Generic NPS comment with extreme score — low reliability.,"[{""pattern_name"": ""GONE QUIET"", ""confidence"": ""high"", ""evidence"": ""No tickets at all (Total tickets: 0, Open P1 tickets: 0, Has blocking tickets: False, Has deprecation tickets: False)"", ""why_non_obvious"": ""A simple rule-based system might not consider the absence of tickets as a red flag, especially if the account has a high NPS score."", ""risk_contribution"": 0.8}, {""pattern_name"": ""PLATFORM STAGNATION"", ""confidence"": ""medium"", ""evidence"": ""SDK version is unknown, indicating no recent updates or adoption of new features"", ""why_non_obvious"": ""A simple rule-based system might not consider the lack of SDK updates as a sign of stagnation, especially if the account is on a Scale plan."", ""risk_contribution"": 0.2}]","[""Annual check-in with beacon insurance (acct 1024). They're regulated, so they move slow but steady. Renewal isn't until Q4. No concerns, just maintaining the relationship.""]",
1016,Northstar Logistics,115000.0,Growth,Manufacturing,LATAM,Emily Watson,2026-06-30 00:00:00,76,upcoming,52.4,12,0,70.0,High,high,100.0,45.0,70.0,0.0,20.0,7.0,passive,strained,True,"[{""factor"": ""CSM Sentiment"", ""severity"": ""high"", ""score_impact"": 12.5, ""detail"": ""CSM Sentiment health score: 0/100""}, {""factor"": ""Product Change Impact"", ""severity"": ""high"", ""score_impact"": 5.6, ""detail"": ""Changelog risk: 70/100""}, {""factor"": ""SDK/Platform Risk"", ""severity"": ""critical"", ""score_impact"": 3.0, ""detail"": ""SDK health score: 20/100""}, {""factor"": ""Support Issues"", ""severity"": ""medium"", ""score_impact"": 0.8, ""detail"": ""Support Issues health score: 45/100""}]","[""Budget concerns flagged: Prepare flexible pricing options. Consider multi-year discount."", ""Executive attention needed: Loop in VP of CS or CRO.""]","[""CSM Sentiment"", ""Adoption Rate"", ""Shelfware Situation""]",No conflicts to resolve,"[{""pattern_name"": ""PLATFORM STAGNATION"", ""confidence"": ""high"", ""evidence"": ""SDK version is unknown, indicating a lack of adoption of new features and potential disengagement"", ""why_non_obvious"": ""A simple rule-based system might not catch this as the account appears to be active with 7 tickets and a positive NPS score, but the lack of SDK adoption is a key indicator of stagnation"", ""risk_contribution"": 0.3}, {""pattern_name"": ""GONE QUIET"", ""confidence"": ""medium"", ""evidence"": ""Total tickets are low (7) and there are no open P1 tickets, indicating a lack of engagement"", ""why_non_obvious"": ""The account's positive NPS score might mask the fact that they are not actively using the product, and the lack of tickets might not be a red flag if the account is not experiencing issues"", ""risk_contribution"": 0.2}, {""pattern_name"": ""CHAMPION DEPENDENCY"", ""confidence"": ""high"", ""evidence"": ""Only 2 active users out of 15 seats, indicating a high dependence on a small group of users"", ""why_non_obvious"": ""A simple rule-based system might not catch this as the account appears to be active with 7 tickets and a positive NPS score, but the low number of active users is a key indicator of risk"", ""risk_contribution"": 0.5}]","[""Northstar Logistics has a low adoption rate, with only 2 active users out of 15 seats. They have a shelfware situation and are considering downgrading to the Starter tier to avoid paying full price for a product they don't use, posing a significant ARR contraction risk.""]",
1010,TerraFirma Manufacturing,438000.0,Scale,SaaS / Technology,EMEA,Priya Sharma,2026-07-10 00:00:00,86,upcoming,57.6,12,0,69.6,Medium,high,85.0,65.0,50.0,1.0,20.0,,no_response,strained,True,"[{""factor"": ""CSM Sentiment"", ""severity"": ""high"", ""score_impact"": 12.2, ""detail"": ""CSM Sentiment health score: 1/100""}, {""factor"": ""Product Change Impact"", ""severity"": ""high"", ""score_impact"": 8.0, ""detail"": ""Changelog risk: 100/100""}, {""factor"": ""SDK/Platform Risk"", ""severity"": ""critical"", ""score_impact"": 3.0, ""detail"": ""SDK health score: 20/100""}]","[""Executive attention needed: Loop in VP of CS or CRO."", ""No NPS response — account may be disengaged. Reach out for informal check-in before formal renewal.""]","[""CSM Sentiment"", ""SDK/Platform Risk"", ""PLATFORM STAGNATION"", ""GONE QUIET"", ""BUILDING ALTERNATIVES""]",No conflicts to resolve,"[{""pattern_name"": ""PLATFORM STAGNATION"", ""confidence"": ""high"", ""evidence"": ""SDK version is unknown, indicating a lack of adoption of new features and potential stagnation of the platform."", ""why_non_obvious"": ""A simple rule-based system would not detect this pattern as it relies on explicit indicators of stagnation, whereas this pattern is inferred from the absence of information."", ""risk_contribution"": 0.5}, {""pattern_name"": ""GONE QUIET"", ""confidence"": ""medium"", ""evidence"": ""No NPS response, indicating a lack of engagement, and only 7 tickets filed, which is a relatively low number."", ""why_non_obvious"": ""A simple rule-based system would not detect this pattern as it relies on explicit indicators of disengagement, whereas this pattern is inferred from the absence of activity."", ""risk_contribution"": 0.3}, {""pattern_name"": ""BUILDING ALTERNATIVES"", ""confidence"": ""low"", ""evidence"": ""The account is interested in new Agent OS features, which could indicate a desire to explore alternative solutions."", ""why_non_obvious"": ""A simple rule-based system would not detect this pattern as it relies on explicit indicators of alternative solutions, whereas this pattern is inferred from the account's interest in new features."", ""risk_contribution"": 0.2}]","[""TerraFirma Manufacturing is interested in new Agent OS features but may not renew unless they receive dedicated support to clean up their current implementation.""]",
1015,Evergreen Media,1330000.0,Enterprise,Education,EMEA,Priya Sharma,2026-07-11 00:00:00,87,upcoming,52.4,10,0,62.4,Medium,high,85.0,75.0,50.0,0.0,20.0,,no_response,strained,True,"[{""factor"": ""CSM Sentiment"", ""severity"": ""high"", ""score_impact"": 12.5, ""detail"": ""CSM Sentiment health score: 0/100""}, {""factor"": ""SDK/Platform Risk"", ""severity"": ""critical"", ""score_impact"": 3.0, ""detail"": ""SDK health score: 20/100""}]","[""Budget concerns flagged: Prepare flexible pricing options. Consider multi-year discount."", ""Executive attention needed: Loop in VP of CS or CRO."", ""No NPS response — account may be disengaged. Reach out for informal check-in before formal renewal.""]","[""CSM Sentiment"", ""Organizational Change""]",No conflicts to resolve,"[{""pattern_name"": ""PLATFORM STAGNATION"", ""confidence"": ""high"", ""evidence"": ""The account is on the Enterprise plan but the SDK version is unknown, indicating a lack of adoption of new features."", ""why_non_obvious"": ""A simple rule-based system might not consider the SDK version as a factor in churn prediction, but it's a crucial indicator of platform stagnation."", ""risk_contribution"": 0.3}, {""pattern_name"": ""ORGANIZATIONAL CHANGE"", ""confidence"": ""medium"", ""evidence"": ""The parent company acquisition has led to a review of all vendor contracts, indicating a potential change in the account's priorities and decision-making process."", ""why_non_obvious"": ""A simple rule-based system might not capture the nuances of organizational changes and their impact on vendor relationships."", ""risk_contribution"": 0.2}, {""pattern_name"": ""CHAMPION DEPENDENCY"", ""confidence"": ""low"", ""evidence"": ""There are 63.3 active users on average, which is a relatively high number, but it's still a single point of contact (the procurement team) that's driving the account's decisions."", ""why_non_obvious"": ""A simple rule-based system might not consider the concentration of power and influence within the account, but it's a potential risk factor for churn."", ""risk_contribution"": 0.1}]","[""Evergreen Media 1015's parent company acquisition has led to a review of all vendor contracts, and the new procurement team is requesting enterprise-level SLAs on their Growth plan pricing, making it a negotiation game.""]",
1012,Quantum Commerce,93000.0,Growth,Travel & Hospitality,LATAM,Emily Watson,2026-06-18 00:00:00,64,upcoming,50.9,10,0,60.9,Medium,high,85.0,45.0,60.0,12.0,20.0,6.0,detractor,strained,True,"[{""factor"": ""CSM Sentiment"", ""severity"": ""high"", ""score_impact"": 9.5, ""detail"": ""CSM Sentiment health score: 12/100""}, {""factor"": ""Product Change Impact"", ""severity"": ""high"", ""score_impact"": 4.8, ""detail"": ""Changelog risk: 60/100""}, {""factor"": ""SDK/Platform Risk"", ""severity"": ""critical"", ""score_impact"": 3.0, ""detail"": ""SDK health score: 20/100""}, {""factor"": ""Support Issues"", ""severity"": ""medium"", ""score_impact"": 0.8, ""detail"": ""Support Issues health score: 45/100""}]","[""Competitor threat (builder.io): Prepare competitive battle card and schedule value demonstration."", ""Budget concerns flagged: Prepare flexible pricing options. Consider multi-year discount."", ""Executive attention needed: Loop in VP of CS or CRO.""]","[""CSM Sentiment"", ""SDK/Platform Risk"", ""Silent Churn Patterns""]",No conflicts to resolve,"[{""pattern_name"": ""BUILDING ALTERNATIVES"", ""confidence"": ""high"", ""evidence"": ""Quantum Commerce wants to add 20 seats but only if we can match a competing offer from builder.io at $X/seat, indicating they are considering alternatives."", ""why_non_obvious"": ""A simple rule-based system would miss this because it only looks at surface-level metrics such as NPS and usage, but not at the underlying intent and behavior of the customer."", ""risk_contribution"": 0.8}, {""pattern_name"": ""PLATFORM STAGNATION"", ""confidence"": ""medium"", ""evidence"": ""The SDK version is unknown, indicating that the customer may not be keeping up with the latest features and updates."", ""why_non_obvious"": ""A simple rule-based system would miss this because it only looks at usage metrics, but not at the customer's adoption of new features and updates."", ""risk_contribution"": 0.4}, {""pattern_name"": ""HAPPY BUT LEAVING"", ""confidence"": ""low"", ""evidence"": ""The NPS score is 6, indicating a detractor, and the customer has mentioned budget concerns."", ""why_non_obvious"": ""A simple rule-based system would miss this because it only looks at surface-level metrics such as NPS, but not at the underlying intent and behavior of the customer."", ""risk_contribution"": 0.2}]","[""Renewal call scheduled for next week. Quantum Commerce wants to add 20 seats but only if we can match a competing offer from builder.io at $X/seat.""]",builder.io
1017,Pacific Rim Trading,1724000.0,Enterprise,SaaS / Technology,NA-West,Carlos Mendez,2026-06-10 00:00:00,56,approaching,47.8,12,0,59.8,Medium,high,85.0,75.0,50.0,16.0,20.0,5.0,detractor,strained,True,"[{""factor"": ""CSM Sentiment"", ""severity"": ""high"", ""score_impact"": 8.5, ""detail"": ""CSM Sentiment health score: 16/100""}, {""factor"": ""SDK/Platform Risk"", ""severity"": ""critical"", ""score_impact"": 3.0, ""detail"": ""SDK health score: 20/100""}]","[""Executive attention needed: Loop in VP of CS or CRO.""]","[""CSM Sentiment"", ""SDK/Platform Risk"", ""SILENT CHURN PATTERNS""]",No conflicts to resolve,"[{""pattern_name"": ""GONE QUIET"", ""confidence"": ""high"", ""evidence"": ""No tickets at all: False -> Has blocking tickets: True, indicating some level of engagement, but also a lack of proactive support requests. Additionally, the CSM relationship has been rocky, and they've requested a new CSM twice."", ""why_non_obvious"": ""A simple rule-based system might flag this account as healthy due to the lack of tickets, but the presence of blocking tickets and the CSM relationship issues indicate a more complex situation."", ""risk_contribution"": 0.8}, {""pattern_name"": ""PLATFORM STAGNATION"", ""confidence"": ""medium"", ""evidence"": ""SDK version: unknown, indicating a lack of adoption of new features and potential stagnation of the platform."", ""why_non_obvious"": ""A simple rule-based system might not consider the SDK version as a key indicator of churn, but in this case, it suggests a lack of engagement with new features."", ""risk_contribution"": 0.4}]","[""Mixed signals from Pacific Rim Trading. Usage metrics look healthy, but the CSM relationship has been rocky, and they've requested a new CSM twice. The last NPS comment was in Mandarin and needs to be translated. Contract is up in May.""]",
1011,Skyline Travel,310000.0,Scale,Financial Services,LATAM,Priya Sharma,2026-05-24 00:00:00,39,approaching,40.6,10,0,50.6,Medium,high,100.0,90.0,70.0,29.0,20.0,7.0,passive,strained,True,"[{""factor"": ""CSM Sentiment"", ""severity"": ""high"", ""score_impact"": 5.2, ""detail"": ""CSM Sentiment health score: 29/100""}, {""factor"": ""Product Change Impact"", ""severity"": ""high"", ""score_impact"": 4.8, ""detail"": ""Changelog risk: 60/100""}, {""factor"": ""SDK/Platform Risk"", ""severity"": ""critical"", ""score_impact"": 3.0, ""detail"": ""SDK health score: 20/100""}]","[""Executive attention needed: Loop in VP of CS or CRO.""]","[""CSM Sentiment"", ""SDK/Platform Risk""]",No conflicts to resolve,"[{""pattern_name"": ""GONE QUIET"", ""confidence"": ""high"", ""evidence"": ""Flat usage (API calls trend: -1.8%, content creation trend: -15.9%, active users trend: -6.1%) and low ticket volume (Total tickets: 4) indicate reduced engagement."", ""why_non_obvious"": ""A simple rule-based system might miss this pattern because it relies on surface-level metrics like ARR and NPS, which are still positive."", ""risk_contribution"": 0.8}, {""pattern_name"": ""PLATFORM STAGNATION"", ""confidence"": ""medium"", ""evidence"": ""Unknown SDK version and lack of adoption of new features (no workflow abandoned) suggest stagnation."", ""why_non_obvious"": ""A simple rule-based system might miss this pattern because it doesn't account for the lack of feature adoption and SDK updates."", ""risk_contribution"": 0.4}]","[""Skyline Travel is expanding internationally but struggling with locale management, which has resulted in 3 filed tickets. They are currently on SDK v4.0 and missed the fix in v4.2, and their renewal status is uncertain.""]",
1019,Summit Analytics,1751000.0,Enterprise,Travel & Hospitality,LATAM,Anna Kowalski,2026-04-28 00:00:00,13,critical,28.2,5,11,44.2,Medium,medium,100.0,100.0,30.0,85.0,20.0,3.0,detractor,strained,True,"[{""factor"": ""SDK/Platform Risk"", ""severity"": ""critical"", ""score_impact"": 3.0, ""detail"": ""SDK health score: 20/100""}, {""factor"": ""NPS Score"", ""severity"": ""medium"", ""score_impact"": 2.0, ""detail"": ""NPS health score: 30/100""}]","[""URGENT: Renewal in 13 days. Schedule executive-level call this week."", ""Executive attention needed: Loop in VP of CS or CRO.""]","[""NPS vs CSM Sentiment"", ""SDK/Platform Risk""]",NPS score contradicts comment — trusting more negative signal. | NPS and CSM sentiment disagree — trusting CSM notes. | Generic NPS comment with extreme score — low reliability.,"[{""pattern_name"": ""GONE QUIET"", ""confidence"": ""high"", ""evidence"": ""No tickets at all: False -> Total tickets: 1, indicating low engagement. Active users trend: -5.6% change, and API calls trend: 4.5% change, both indicating declining usage."", ""why_non_obvious"": ""A simple rule-based system might miss this pattern because it relies on surface-level metrics like NPS and ticket volume, which are contradictory in this case."", ""risk_contribution"": 0.8}, {""pattern_name"": ""PLATFORM STAGNATION"", ""confidence"": ""medium"", ""evidence"": ""SDK version: unknown, indicating the customer has not upgraded or adopted new features."", ""why_non_obvious"": ""A simple rule-based system might miss this pattern because it focuses on recent activity and doesn't consider the customer's long-term engagement with the platform."", ""risk_contribution"": 0.4}]","[""Routine check-in with summit analytics. Everything is green. Their dev team contributed a community plugin last month.""]",
1025,Tidal Wave Sports,456000.0,Scale,Financial Services,EMEA,Raj Patel,2026-04-22 00:00:00,7,critical,32.2,8,0,40.2,Medium,high,100.0,80.0,100.0,50.0,20.0,10.0,promoter,strained,True,"[{""factor"": ""SDK/Platform Risk"", ""severity"": ""critical"", ""score_impact"": 3.0, ""detail"": ""SDK health score: 20/100""}, {""factor"": ""CSM Sentiment"", ""severity"": ""medium"", ""score_impact"": 0.0, ""detail"": ""CSM Sentiment health score: 50/100""}]","[""URGENT: Renewal in 7 days. Schedule executive-level call this week."", ""Executive attention needed: Loop in VP of CS or CRO.""]","[""SDK/Platform Risk"", ""CSM Sentiment""]",No conflicts to resolve,"[{""pattern_name"": ""GONE QUIET"", ""confidence"": ""high"", ""evidence"": ""No tickets at all: True, Total tickets: 0, Open P1 tickets: 0"", ""why_non_obvious"": ""A simple rule-based system might not consider the absence of tickets as a churn signal, especially if the account has a high NPS score."", ""risk_contribution"": 0.8}, {""pattern_name"": ""PLATFORM STAGNATION"", ""confidence"": ""medium"", ""evidence"": ""SDK version: unknown, No CSM notes available"", ""why_non_obvious"": ""The unknown SDK version and lack of CSM notes might indicate a lack of engagement with new features or support, which a simple rule-based system might not capture."", ""risk_contribution"": 0.4}]",[],
1028,Arctic Fox Games,119000.0,Growth,Government,NA-West,Anna Kowalski,2026-06-26 00:00:00,72,upcoming,30.4,8,0,38.4,Low,medium,100.0,75.0,60.0,50.0,70.0,6.0,detractor,strained,True,"[{""factor"": ""Product Change Impact"", ""severity"": ""high"", ""score_impact"": 5.6, ""detail"": ""Changelog risk: 70/100""}, {""factor"": ""CSM Sentiment"", ""severity"": ""medium"", ""score_impact"": 0.0, ""detail"": ""CSM Sentiment health score: 50/100""}]","[""Executive attention needed: Loop in VP of CS or CRO.""]","[""Product Change Impact"", ""CSM Sentiment"", ""Silent Churn Patterns"", ""NPS""]",No conflicts to resolve,"[{""pattern_name"": ""GONE QUIET"", ""confidence"": ""high"", ""evidence"": ""Stopped filing tickets, stopped engaging, usage flat or declining (Total tickets: 2, Has blocking tickets: True, API calls trend: -0.9% change)"", ""why_non_obvious"": ""A simple rule-based system might not catch this pattern as it doesn't rely on a single metric, but rather a combination of signals."", ""risk_contribution"": 0.8}, {""pattern_name"": ""PLATFORM STAGNATION"", ""confidence"": ""medium"", ""evidence"": ""Never upgraded SDK, never adopted new features (SDK version: unknown)"", ""why_non_obvious"": ""A simple rule-based system might not consider the lack of SDK upgrades as a red flag, but it indicates a lack of engagement with the platform."", ""risk_contribution"": 0.2}]",[],
1021,Falcon Aerospace,378000.0,Scale,Retail,NA-West,Anna Kowalski,2026-05-04 00:00:00,19,urgent,29.0,8,0,37.0,Low,high,100.0,80.0,50.0,50.0,100.0,,no_response,strained,True,"[{""factor"": ""CSM Sentiment"", ""severity"": ""medium"", ""score_impact"": 0.0, ""detail"": ""CSM Sentiment health score: 50/100""}]","[""Executive attention needed: Loop in VP of CS or CRO."", ""No NPS response — account may be disengaged. Reach out for informal check-in before formal renewal.""]","[""PLATFORM STAGNATION"", ""GONE QUIET""]",No conflicts to resolve,"[{""pattern_name"": ""PLATFORM STAGNATION"", ""confidence"": ""high"", ""evidence"": ""The SDK version is unknown, indicating that the customer has not upgraded to the latest version, and there is no adoption of new features."", ""why_non_obvious"": ""A simple rule-based system would not consider the SDK version as a churn indicator, as it is not directly related to usage or engagement."", ""risk_contribution"": 0.8}, {""pattern_name"": ""GONE QUIET"", ""confidence"": ""medium"", ""evidence"": ""The customer has not filed any tickets, and there is no engagement with the CSM, indicating a potential disengagement."", ""why_non_obvious"": ""A simple rule-based system would not consider the lack of tickets as a churn indicator, as it could be due to a variety of reasons such as satisfaction or lack of issues."", ""risk_contribution"": 0.4}]","[""Renewal PO submitted to procurement in January and expected to be finalized by end of April with no concerns from the customer's side.""]",
1022,Jade River Tech,507000.0,Enterprise,Manufacturing,LATAM,Priya Sharma,2026-05-23 00:00:00,38,approaching,27.3,5,3,35.3,Low,high,100.0,80.0,60.0,50.0,70.0,9.0,promoter,stable,True,"[{""factor"": ""CSM Sentiment"", ""severity"": ""medium"", ""score_impact"": 0.0, ""detail"": ""CSM Sentiment health score: 50/100""}]","[""Executive attention needed: Loop in VP of CS or CRO.""]","[""CSM Sentiment health score"", ""PLATFORM STAGNATION"", ""GONE QUIET""]",Generic NPS comment with extreme score — low reliability.,"[{""pattern_name"": ""PLATFORM STAGNATION"", ""confidence"": ""medium"", ""evidence"": ""The account has not upgraded the SDK version, indicating a lack of adoption of new features."", ""why_non_obvious"": ""A simple rule-based system might not consider the lack of SDK upgrades as a churn signal, as it doesn't directly impact ARR or usage metrics."", ""risk_contribution"": 0.3}, {""pattern_name"": ""GONE QUIET"", ""confidence"": ""high"", ""evidence"": ""The account has not filed any tickets, indicating a lack of engagement with the product."", ""why_non_obvious"": ""A simple rule-based system might not detect this as a churn signal, as it doesn't meet the criteria for a specific issue or problem."", ""risk_contribution"": 0.7}]","[""Random ping from their developer asking about GraphQL introspection. Non-renewal related. They're deep in implementation. All good.""]",
1018,Ironclad Security,691000.0,Enterprise,Financial Services,NA-West,Priya Sharma,2026-04-26 00:00:00,11,critical,20.9,8,3,31.9,Low,high,100.0,90.0,60.0,95.0,70.0,10.0,promoter,stable,True,"[{""factor"": ""Product Change Impact"", ""severity"": ""high"", ""score_impact"": 4.8, ""detail"": ""Changelog risk: 60/100""}]","[""Executive attention needed: Loop in VP of CS or CRO.""]","[""Product Change Impact"", ""PLATFORM STAGNATION"", ""GONE QUIET"", ""SURVEY FATIGUE""]",Generic NPS comment with extreme score — low reliability.,"[{""pattern_name"": ""PLATFORM STAGNATION"", ""confidence"": ""high"", ""evidence"": ""The account is on the Enterprise plan, but the SDK version is unknown, indicating a lack of adoption of new features."", ""why_non_obvious"": ""A simple rule-based system might not consider the SDK version as a churn indicator, but in this case, it's a strong signal of stagnation."", ""risk_contribution"": 0.5}, {""pattern_name"": ""GONE QUIET"", ""confidence"": ""medium"", ""evidence"": ""The account has only 3 tickets in total, and none of them are open or blocking, indicating a lack of engagement."", ""why_non_obvious"": ""A simple rule-based system might not consider the lack of tickets as a churn indicator, but in this case, it's a sign of disengagement."", ""risk_contribution"": 0.3}, {""pattern_name"": ""SURVEY FATIGUE"", ""confidence"": ""low"", ""evidence"": ""The NPS response is a generic template, indicating potential disengagement."", ""why_non_obvious"": ""A simple rule-based system might not consider the NPS response as a churn indicator, but in this case, it's a weak signal of fatigue."", ""risk_contribution"": 0.1}]","[""Closed a great QBR with ironclad security, with plans to add 30 more seats and upgrade to Enterprise, and renewal and expansion coming in May.""]",
1029,Sapphire Networks,132000.0,Growth,SaaS / Technology,LATAM,David Kim,2026-06-10 00:00:00,56,approaching,21.5,8,0,29.5,Low,medium,100.0,90.0,60.0,50.0,100.0,8.0,passive,strained,True,"[{""factor"": ""CSM Sentiment"", ""severity"": ""medium"", ""score_impact"": 0.0, ""detail"": ""CSM Sentiment health score: 50/100""}]","[""Executive attention needed: Loop in VP of CS or CRO.""]","[""CSM Sentiment: CSM Sentiment health score: 50/100"", ""PLATFORM STAGNATION"", ""GONE QUIET""]",No conflicts to resolve,"[{""pattern_name"": ""PLATFORM STAGNATION"", ""confidence"": ""high"", ""evidence"": ""The account has not upgraded the SDK version, indicating a lack of adoption of new features."", ""why_non_obvious"": ""A simple rule-based system would miss this pattern because it focuses on surface-level metrics such as ARR and renewal dates, but neglects to consider the account's engagement with new features."", ""risk_contribution"": 0.8}, {""pattern_name"": ""GONE QUIET"", ""confidence"": ""medium"", ""evidence"": ""The account has only filed 1 ticket in total, and there are no open P1 tickets, indicating a lack of engagement with support."", ""why_non_obvious"": ""A simple rule-based system would miss this pattern because it relies on surface-level metrics such as ticket volume, but neglects to consider the account's overall engagement with the platform."", ""risk_contribution"": 0.4}, {""pattern_name"": ""SURVEY FATIGUE"", ""confidence"": ""low"", ""evidence"": ""The NPS response is generic and indicates disengagement, but the score is still high (8)."", ""why_non_obvious"": ""A simple rule-based system would miss this pattern because it focuses on surface-level metrics such as NPS scores, but neglects to consider the account's overall engagement with the platform."", ""risk_contribution"": 0.2}]",[],
